Magic Word,Magic Power Level
^-s)~FoG6w,1
",:o`)L7q4f",1
VFC-L5#C6',0
?_xdBZQrO7,1
N;*j]e(VaJ,1
o@{NC4sm_i,2
3]+fSpmAM[,1
JVa2ND4b1`,1
GuM7l(QBEb,1
"DJ(~(xe,r#",0
n75T&[ai0O,1
147!Osy%X},1
@FiVk0TY~G,1
SH!74p`hA\,1
Y9}1a'[s[i,1
nq-Z_U)2:B,0
6b.9tO&~]W,1
>z/-R4}0zg,1
mv}NMrFu.*,2
^iwD1\Vm-M,1
Cpj~(/#8zZ,0
+6pLB6\=9c,1
m8KqAnuG$q,2
f%>9'\'^`L,0
"kF,}twGELr",1
AOy!4=8RSP,0
3T:Vl_~d17,1
~D<*eAwdB=,1
sh^XN?H@5i,2
.D&]N?#T-d,0
M[tb]mIOyB,1
>iGw~A=jhk,2
"jg@os:B,3%",2
"*/T(q3""yH|",0
S%;R(9]{#Z,0
v($4h)E/a_,2
"epqf""{NNQ5",2
"lt7,Zf?NN}",1
4KI1#Kx6hW,0
Go-Q88nHp8,1
xC`4;5l2eA,1
D*yC}e;6&S,0
((<:oz*qh},2
"&Qi""Fa;Zmn",2
7b*T!E6FEz,0
iQ6.Eu6Zt<,1
h4T7-X(0P{,0
[4JR=tq4H9,1
/%y`F~qHTG,0
;SvE4'pyqS,2
%l-]Yr\A{l,1
6e`Ix#202N,0
I)x/?$dv._,2
_EO=;TNrfv,1
"K%M-YQ5""$B",0
HsFcXkDG|6,1
5kg=Rt~~<.,1
uYMvsa4ASC,2
"7H1hl,.!R~",1
"%GWx:,[V$D",0
9wH/d6=nz`,2
ve'F)a^}j\,2
gVJ(C{TH:q,0
~{G&M=]L}x,0
",&pNC:KE""|",0
O#MQ8F^oym,0
F7Rs6ec!Wa,2
L06_x*gdL\,1
]9I]?a'<yX,0
5T@Q>B<Ej^,1
k49y:E\==#,0
e}<xU\teEn,2
2Ps^2PYDx9,1
rkCT7-6~Q.,1
-Do-NrrayV,2
"U4',+-jWRa",0
oQ!7X+({m:,0
=v?x#2<r:q,0
cn5QQG1fUG,1
>d5&(j&pl#,0
j:1<]SgR:),0
yWyg\JxuYG,2
c%Sy/eyC>o,2
\vToS2d*KX,1
oxBvDU.6Hm,2
qT'.ZjPD:1,0
}{)oT*2.5>,0
WS<-i+OLbp,1
"04be]M%"";G",1
Ya1Y947eB!,1
"0w[<)[*x""E",1
\Cs+qm2@eE,2
l)+%G+EWp9,0
"D5X""jvJs.R",1
E[B_9::!$X,0
"y_1Tr%!E/,",0
v?zc8II0j*,2
".z(0<^,]oR",1
k\l.32a0}H,2
"vzQ>E,X2P-",0
0OD5{e}eL^,1
PiVvFiQ#[],0
]PxdqYsx^+,2
/ybVVR'x1S,1
yy064[/dq],2
"*g""zQH++6k",1
L[n{wcp%At,2
=C(4(U6`53,0
|F$d(?y?>H,1
l;kD7$5j1[,2
]}[.5X5xxp,1
=f'7^;RCJv,0
el1TPS8GLi,1
FH;0['d_XC,0
"Q,H`hTgA,t",1
RW+!.$b^.n,1
oM|Q]zJF9=,0
B*2a'ltHE=,1
h#]bRUE\K>,0
*F8e^_)6>6,0
C)gx+%dWx?,2
gWL6HH~>_K,0
%Y;I&<9z;M,0
K>l$s.~z^f,2
iypqU>@J:5,2
^+RWnT/+cz,1
-yUTEP$B`@,1
|dF/o*eXqz,2
"nVJDY)&P2""",0
C0Gju_j!J/,1
"Yxo,H5Z9cQ",1
1*co_>LBT8,1
q=det-=[&j,2
fs)}3!b]@~,2
mL[/Z]VJ^4,0
R2:q&Axt&u,2
7Gxv0<ZzR.,1
"~`A3[r],J'",0
"ZP9e_RE-""(",0
N]2u-NeH-0,1
"R.t"";zN>)p",1
"hK^dx,4+/_",1
0Paw=v.`9u,2
t5e5=D/?!],1
"O?eFnmaJq,",2
=B&[1Vxnr_,1
`6v@t8[d~Q,2
Rg}DK:v=A9,0
7yVxzL^jd\,2
)s(shWS]O',1
:MRc$dU.9/,1
3f)~_M:Luj,1
Ld<MYjMbmy,2
JYm(=nPuiB,1
g/tHFO.XLZ,0
*E|@&)%hZ;,1
=GoR*Coz)?,1
vh3G@Bx*rp,2
X6\LGU'h~4,0
90D'VOWu%b,0
"P}$8D""0V'A",0
zd^@*PBrel,2
>;^<y[WQ5F,0
j'TYE-J34z,0
"Y,TzS89=cu",1
kO2#`k?c71,0
hXr9ySief>,2
K{kXCqf+Mw,1
Uhm8D}HL>d,1
iKHj*-fz&o,2
"E~]@o,3=$.",2
"-LGK"")}`o_",0
&r06y|MRy;,1
$5K*ewDelb,2
i-DZml%j&f,2
kNOT{Ly@J;,1
"+_}<D<M&,1",0
\-`J{LMNst,0
"yB/w6i9e=,",2
1VN`V>L$*.,0
-=[X(?'38r,0
j2l%^xS7Bg,2
jF7FS0TW=f,0
"]i""1Ms2>WW",1
*w6@qHYj?H,2
gT^!xZ1LB/,0
tD3I`3`s}o,1
6A66}ztuqE,2
|!%;^9P2.[,0
"n6DQ,1!M#?",0
eLab8jZ?NM,2
":p~9i,A3fo",2
<Rh{G:<`f;,0
:vK:|/V&Ny,0
9Uf_=9SuK^,1
"r8,*UI^E&*",0
")U&Dj.oW,^",0
ivn9q:OL(`,2
5p|+.@#>3m,0
"5u(eKHK?,Q",0
*7W=ODtAL[,0
"~,=h;E`E8U",0
"AMwFR""qkZ|",1
"lBV$y#o%,5",0
#rD3(yTJNf,0
&A53_e1p?v,2
"+Z@?uv&=s,",2
0uus'FejTm,2
Y\$%CEh:hK,1
lDWJYI6IDE,0
N7@pE`LU+4,1
P+<yeB0i#0,0
H_;chZ~u<C,1
hqO?/xg8Jm,2
LUPr*OMwcW,1
"y-c?B8,'Gc",1
"Fuc"".A|s.v",2
iHcClDU7Ps,2
on%v~{UTCf,2
"Q-p""Yr!/F8",0
/MNB;mh3*',0
>HGso51[\^,1
s-x-?N?`:+,0
W2q[otF+di,2
J$0(]Y3&WW,0
Yp]7jO~L^i,1
:4Qa^j#s%H,0
G%4v1f.h$p,2
1tyvSW+068,2
K{RyF|Oa!d,1
RI;@*CITD6,0
"js4hL""1WBz",2
4DUScn:t'6,1
@_i=9d\hY_,2
Mz:B\QtRD@,1
"H!?e8,)'oo",1
-0wYBi=QW+,0
"LSw<Z;P,4m",0
oZ/7~F7_AD,0
5xKCPO)>n6,0
"Gzr""QK0k!e",2
&{VFKN\~s8,0
(ZIcDJ[v=J,0
"Z.&us""J!39",1
"J]~ZfZ'o4,",0
"e6p?+kJ5""@",2
$:5r(=&`5t,2
a7l(P*AqE~,1
=MO{XdnMFE,0
:wx5Z/MP$#,0
ue%gOpPS[n,2
"q3.@,FQ1NM",1
"xSKXod""}%/",1
Ge@xpZUX!Q,2
N+}0||m|<\,0
"""St1dd'J|R",1
"KL,~;Q-m?$",0
"\W6XrF8<_""",0
gV:FqNcWg:,1
T=fx#(LWGO,0
-A;h>Hr)2;,0
\L!9EBth0e,1
"""i8^PgqjUs",2
rR<PmT'n3(,1
DQk-k^\e1-,1
qfXR$o&qWQ,2
"#;r.""M-R:'",0
;WX`W_FBa.,0
"XWx!0+&]p,",0
"\e@s%^pp+""",2
lb.+[W5)HA,0
"C3aK)?%,37",0
`~k`qEuNZH,1
"v6dlyjy=,q",2
eQ-!0+;v\?,1
gN48m<aAk9,2
50?:;P~MG~,0
Bq8.\[DXri,1
~8cr[G(R@h,2
%W51~G)S\f,0
R5xqTbn@K8,2
^0uA#/+PN',0
$MR+2qs[bL,2
"Z@3""SSQ?!_",0
"Ch^Ir,6s]}",1
DX-GjLu;<o,1
_leOJH3`=G,0
p?-F@{&IX/,1
{d79wP]r1\,2
"a,Ft6oqwR+",2
oUu>phUjFm,2
D%QuVXsl]\,1
\e*g$h3/0G,2
|\Z~dHZ22x,1
%rg'60p1~b,2
]f.5qc:;zL,2
hg7Ewx)Sx7,2
K}=lE}w69&,1
+[g<kO.j#S,0
PfvRmvqcoz,2
h}r@:6)%[A,2
&0rjO)3cHS,1
NB!.#~wlC0,0
[?4|J*{>Bi,0
I8pIm.C|>`,0
"RzE,HiNMF)",0
!4vuZ7}-\O,1
"afYrstt,5,",2
"Jqt,YWbZ`A",1
"Wtv(9Y6Ku""",1
v:6}fq^~Sx,2
(nS4v$K%g=,2
"-~(-,}4bHv",1
"TLWcqF,d_=",1
7MT%c?^u9i,1
od.NyXfE8F,2
"O""{Pjkd*=2",1
m6@t^7iV<H,2
}zLZAT9yfa,2
fAjgy;Ix[Z,2
L>jB2py$DP,2
k22'{:q>>h,1
:{*U~MNQKn,0
PN6N-\Zj^.,0
"&Q#,T\rDA-",0
noU-v[-$]_,2
"=NL;""o*(R?",0
K|;.pQDUA#,0
"&_,L*6==A9",0
$1i9UYE%Vt,1
q(]Bi!>]ps,2
?/]({lupth,2
F&f/@RGewe,2
qt;yST>'/Y,1
:@<VnRQ-M',1
"*.0JP*3#1""",0
noR+)lMu+~,2
Se{]wiB^`%,1
[_$M29jMl/,1
BOS%c[I|ZP,0
EuMYCcNHXk,1
?9Xhc}w*gY,2
P\y&#v]?SI,0
Zjx-;UFL7O,0
9sD!wQ1VB+,0
OHf!P|z[vb,2
Y{e3<w8VER,0
Y[{\0<G%{Y,0
"m""H.+Q`/f`",0
#F];BJtAm>,0
CjuvbG`s!G,2
"N#QO&N_U""Z",0
0`-[3'v5d+,1
"7b/2C6+ZK""",0
h=L?s.%[Fi,1
xQeNHOOESL,0
V2E[$N-y^N,1
"(A!ijh,6bA",2
"EK)hO,A[-H",0
"H{yj`-]E""R",0
\g&p{~M4&m,1
",cq+'b^CHc",2
"<X"".~\?Z#1",0
tD\I~{=9(},0
8J.DMnv[bJ,1
GmF++1zj:A,1
c;ILZ-Dm?K,0
{DF)EFg4K%,0
"#,xewJ>p`o",1
I'4Jnd~hpu,2
?WRnyS60~e,1
"'""()'91,!Z",0
"""}8M;+W~+=",0
Uifv72SFUU,1
a_b_tJ-l1;,2
UIIdg_M\u5,1
2iUPm7bdG#,0
znVWLDFRel,1
?\)'aN7'd3,1
X{eqPd`Sv.,2
R>'X(vJb_k,1
<..DxZdpoC,2
^B1BwhV_-?,0
H#pty#}'Uc,0
XzTtkD&nM),1
",3_0j?7Go+",1
1ty&ft.4P+,2
X[jxQ4}Gkn,2
0IieNX7.\/,1
.SEz<d%P-+,0
`Ew*EbXhMK,1
W+W\QkZ>w),0
ArW?xzs}MD,1
c>ZI0cN%\w,1
"kK6FF3N/<,",0
Ky_GZ)>6~h,0
?Y@`pT}+4},1
2|laxN8Z$y,2
j+~SZ:8jU8,1
"""<x*)x+?j0",1
14niM-ZY5m,1
xBQ-;GSAr(,0
48`?W0&miR,1
3[}#Fr`3Ob,0
cil]\?3E]`,1
+&]jN@Tp:y,2
:/a?qe:;Us,2
"1(,HIb^XON",0
}yzt^fOc`l,2
=WxVa?acOh,2
JrU=kK/S76,0
cn{U^G%)[],0
~.s6#g\CIq,0
Kr6Z7g9OfO,1
1*dcb.4/15,2
0M;+=(0M8&,0
!63(VY6ACr,0
QglvP:LZR0,1
"1Bx""Jf'`oe",2
"gGO\/""1|cU",0
M`G*lc_Wl-,1
cL3e4/O%Zh,1
n-fsm(>3=m,2
.&+KR2S*V@,0
+}XEMQ8&It,0
LP)[dl4H>),0
M'U$WQd3VX,0
ZZ;8?)h\!v,0
7vw$[ntPbF,2
c~|7iJ{[S),0
A(k0KL\l:+,0
HE5XM*_%?n,0
m.[d++xajZ,2
XuY^2lO91S,1
F7oiIsHU#t,0
!z]l?>f'j1,2
s\fXLvV4:t,2
.Eo;Kbe%W:,1
E'sBr^RQ_o,1
V-i#ob$]EG,0
")os)""w=?^~",1
A(YG?wx[*^,0
/c&nG=CE9\,0
hO:lVGV!9[,0
R2G-.{k]Be,0
"6Y""(O5G'^D",0
}~HXyHJe4A,0
AK(W#.XFAx,0
"J,24lC7||T",0
]L=hah*Ahh,2
b{F*<9(oQY,0
+)^.2/S=b1,0
47Ued*Kz:B,1
hYG:y(fTym,2
lYRSM{{?<M,0
rp9t6@}68n,2
"B5dT!I,0@P",1
1t[KWobSqE,2
"2g+Wu4/Bf,",1
e!RDxH*(l),1
{Om({d@ZeS,2
"NQcQ_""NA@d",1
t^r]UNJjcF,1
"$SFf'L""QAY",0
",Xg7+a^'}y",1
:n*e7v/Juk,2
ClTZA8Q~$},0
Ixcm=+U_>',1
vVY7Uq\Liy,2
gE'!K*&}S3,0
"x*un`-sv"".",2
g-x9E]2(o/,1
"7qETbV,ko!",2
lL7=f+KX5f,1
zIwBwD590P,1
".2+,RaK94J",0
{58`uO|e?i,1
($[E6H]Mry,1
/q(hlwC]Mg,2
K%en-o7d9p,2
0e%5tD/t}8,2
"KOC{?#|,+{",0
W^3/ypH@<),1
h:Ob9<_P=-,0
R2bPOVqz!5,1
xOI$~ch.Tl,2
Vx&=ZeA'TQ,0
$q3SUC\]TC,0
":#~""FLR&wF",0
"b0Q,.)Y'*F",0
"{o8,</c*`T",1
XY]Fb*?JyD,0
zUNO[wleen,2
"![""zRK,-y>",0
q8MW<)a:ma,2
rREII&xjK`,1
U}kXEWs!>~,0
",fjYmnX]YV",1
"KO;CF+U7"".",0
:@vw27bxSZ,2
"c""=3D\-SV`",0
py1\rDpJo|,2
Ix'iDqW<7L,1
"V9~6s""(K`.",0
7{rFsJkHC$,2
"#%vguSw,um",1
"w>'k""3pMT^",1
:hj5(dw+1H,2
"}7wH\Z,?)?",0
H#qF71@9V*,0
"L5#""_g0rL9",0
$m<]VAXoa\,2
"f/^pU39[,|",1
\3biYQuAD+,1
wLO5_gJ}(f,1
HFd5V=$_|%,1
jKbll-fK1},2
SKSt!G\0qz,1
0Y=M9lD#F7,0
IrzKG?NQh+,1
#/.}PTK:&L,0
=(aR4&Y!6},0
}Fkc4Tx;Vi,2
UTTw06z($>,1
Pm]%/g.i}K,1
#B4Wnz`e@P,0
"#""k?VmagJ|",0
L#=@Dye.Qw,0
nW#@xgqD4k,2
JKw_Qd0J%M,0
2)42k-++C^,0
)kF]#zah1B,0
",}cGUMiE%G",0
C*ya+_&017,1
SyMm4#$R?y,0
"SB/kd/-T,1",0
NEH)Vx5%4p,0
Ob@mg>v_@v,2
"s@3*\8""]K.",1
:/:mfJz3ao,2
",#"".lX""<i*",0
Z=43hYmDO|,0
"k;2>a33w""5",2
7HqW2jkvm4,2
`3aj~}?f`t,2
`0ww]m#)5p,0
K{Mfl=ybPv,2
XMoSX]sc.h,1
"0H""}c7S$5F",1
fZfbQ{x&%=,2
E:IM~W=l6_,0
"P""zm6g_.]q",2
H?#I1jtGgF,0
J)mX%x4c~p,2
Iuh6*Fznt*,2
=]^o|pvQP.,1
>0/v[q.nR8,1
ZH1U-SP<x:,0
"""OSMIAcK>W",0
fqL6=VL<D@,1
><=yU$7}@>,2
NKF'W>M1LI,0
-enCe6WHsX,2
\pB|Dx.HXP,0
o9K#Gba|A;,0
ppLvTm^||n,2
1mwS*yE67E,1
})J1'ggx_r,2
SYD.!#N-%e,0
UB1[EyM5)V,0
"_n""@&=/[9\",1
$u~S4={=P1,1
dx$#Z[q'$u,2
.sU1a`piGx,2
".b!,]?oL+T",0
KW'st^mY?z,2
#F'(92hflz,0
noGb(t{cT7,2
p:L]rCHxJm,1
on5+|-1IX0,1
'T]fl=JjTj,2
"`n3/,,/~OT",0
K\tvgIIOd],1
|<j3fgHYJu,2
[f@]R0>U`*,1
:a~*#6S+BO,0
S)-Tpl=bw`,2
U%bB$kT)v=,2
E{!'EhAI.\,0
xpHO&#k#_R,0
0;SF]XFp*K,0
+S:3t{VbDS,0
C#>.^Xo?@p,0
'#T%]R2{5E,0
(PP<$6?]4M,0
rE4)89GFeX,1
}{D6ZyypTe,2
smip~Q~@@x,2
5O}7qA@mrk,2
S?k_0-\BF-,0
GB6MZeN;7},0
/Ws2GTOC]),0
GL$ku{.}KJ,1
3dt7IYNL!D,0
FCZ\0py;dm,2
`Lnn2WVfb[,2
*'}a;pEz*N,1
"udX""FP^o9G",1
*X.@Om{\%i,1
w:/l@;wakX,2
1YwB:KhRH},0
"d""e[DRcb$'",2
cs<eMq5#J`,0
98CU\@8^5x,1
=+3LaMLX&B,0
"oo""Yg#:@6p",1
W@cYxO2u%g,2
"~~t""Rg:Mhm",2
=g0>e$B_z.,2
s;aj%|uMpK,2
T'QN0{Mer5,0
"-mZj/*""P(m",1
R]%m).zQ9h,1
/`]k0po4|m,2
"O_,nx;3=oE",1
+JxaFvW?Sp,1
"f=}L""Oz/)#",0
a7:2`AQ;8W,0
"A|,w8Du-Sr",1
!QNO`I}~zp,0
"""TVVX4V7uv",0
"^}y{_,_mBh",1
\m.b^dSN}v,2
"`(5U-z7l,x",1
"]r,@u.C@Y0",2
"iUd+1ov""AX",2
0zr7Xy`]i:,2
Npw=<<<1<|,1
{x7Aboh0bk,2
NZ\A[m0Y1G,0
sOm|Z5AZyl,2
~u&(Z1[$UA,1
"m`}`Fv=""V]",0
\[C>Z;x*1x,0
$/'Yhs1K(s,2
HvKvmm@5n>,2
fZsFG@jsD\,2
lI#$ko=[]n,1
"$'""W<U0HG6",0
5[A0X0aK8q,1
bNAz'MZVzv,1
"""0qrLw`I:(",1
%\MoJP7U?p,0
+%w%'|NJ=W,0
pZ>v@a^`/W,2
"""6GJ!d:cFs",1
wI'{c|?D7@,1
&S2[^Ptc96,1
*0u~fn>?g*,2
^}x:dRG7Xu,1
J?K6b-T/!>,0
"[Fq,f%jjOw",2
:4S(.NZD%E,0
"""P~`CF\d[/",0
Rr'j8kwRhb,2
o?J*gOT}Cf,1
tr]08~{R%8,1
"hM""k=EgT}Q",1
bi[~^oPS-(,1
x_]*Y$UWhU,1
Eg5.]Z9ium,2
Z)s}8gy+I{,1
D\3]\.L1i%,0
"I\,J'phSkJ",1
H=&b`M/J>{,0
McW/!U|yGc,1
Ow=)Q{7C?b,0
r`[[NLsE[i,1
B;]ckJkv{.,2
"h5N|EI*3,q",1
4+HDPp<W?3,0
"1AR_@7|y,@",2
*s[Ce!zEWC,1
u?M6g3A?0d,1
'\]q~RhC(O,0
/yj:<&j^kA,2
#5:9\!9L\#,0
b9_pcX4~>V,1
3js2NzVaHM,2
%{U*m!;c<|,0
H=OOJ[n!r_,0
`F/3~`(\0T,0
".FTGwM:r,v",1
OIS]TKRq:p,0
k;o(\A?jCN,1
"K|o]#48,f+",0
/+J:H'p*i%,0
5DTdo|6>Vk,1
M-?N?I0Buy,0
sy}q(/7_fk,2
K<:&P3!U(.,0
[e4y_0d+c\,2
kez8XZQuAX,2
h*Hn/htCrw,2
LYR7+Y<FJ{,0
H8qgS<@7_d,2
E%Q:CZFINn,0
uSxj#c06b3,1
?Zc@%Bn*$F,2
K!SY\vw/R`,0
"C,4iC=gkP8",1
<$|GnI89G<,1
"Wyf8?""vXju",2
l-5w]/Aj7<,1
xhKz.8V:ql,2
s0*;6k1.D4,1
QWNPST`I\j,0
"cMc;G""3r~q",2
NAv(Z+r3ui,2
'/:lOELaRO,0
lmI7u3ch7X,2
"x=Z""|D_ZFV",0
#yC}v\X99],0
c7@fBRn.C/,2
"W%/V*y""W5D",0
"',/@g?e<oh",2
>G~0A=gC!t,0
E833PVk62],0
.|ZH7}bs)0,1
:T5yEc^~Q[,0
R?pZI`q/<),0
G};Yf+<vQU,0
xshg[eC74L,2
"y+""IBFuay@",2
sQ+WB_1V&v,0
}v-~xn4T\j,2
o!uuZuu!Pr,2
V#{[@ZRU[8,0
"_)WWWvL\`,",0
TFDm<s[OuX,1
$)F@-/-_9M,1
DDd;Y04RWR,0
&hO.zvW8xM,2
/)s231tgU0,2
##O-1G(pbE,0
$lIC)Zan}},2
H*w&.Hau\%,1
T7E~nb'8N=,1
p~tTL6vn9.,2
"gG,/.<aK[G",0
f}8u'pO{!*,1
gFna?WDN>u,1
"$""l%#Lgy3D",0
)jWU}|85;x,1
@U)w6PEsuw,2
@OeE9gv#nm,2
x9ISZ~t-*K,0
<>?XR;4t'#,0
"x}@$=X!,""$",2
z36c4~M>K1,1
EUs2XXhN>~,0
")0DA_C{q""Z",0
\w4uCD!F_:,0
j41'2ke)qp,2
y)k{CK+iPU,1
@@Az99sOVq,2
9;l#\CDz/?,0
?0~0hE%5~A,0
Pae6o'^'T{,1
"8Q,Uu/aB4Q",0
0^PL~q*gHM,0
wRl0afXTvX,2
+?)}pf^[de,2
BPp%'pC4X1,0
\'&X^X}1w8,0
;t&N12c3E~,1
qUtnji`gI:,2
*iFN7_I%oY,0
`-sB/NaG-],0
jijjy|Y&~/,2
h0HnMk;E^a,2
$N6!\ejcb2,2
eJjSh{<Ihg,2
Rjm6*X9q_[,1
jyb[EiX2~a,2
"at""9xcA8?B",2
EWD;9ii4T#,0
@7nt]EpNDw,2
349g^%1o:P,1
",K9f;3^NQZ",0
\C=E#87*g-,0
"Jf[@i""cFwM",2
%AunZ9o0RT,1
j+PDP%mV2),0
zzNPt'/:Lg,2
7e5*NwW(]#,0
jb-5nx(y9r,2
rmXYZE4T^p,1
K'jzFSXJ0q,1
+(?p`Kj.K&,0
sha%FG=i3W,2
"g}y.L,RezI",2
`?ZaMp^E1~,0
![YUk\i4(A,0
s^*cJ_S>\i,1
Z/20[]4))G,0
kt#^z2VoF&,0
y^8LU`TCG(,0
"+Ptj/m|I|""",1
"O^)p>vQO6,",0
\m1kigaG6t,2
zA8r<j#(6i,0
q7nNJm6M[j,2
uT{CaEU~xW,1
oN/x567=gC,1
U^sBK-0p&<,0
"!-CO=,rAzw",1
%x\#_xH0f0,0
~UW+D48taO,0
itNcVdN@U:,2
/q@RjrJrqO,2
)0vJ9PqOJd,1
rAZ6NZi{-n,1
WC.u&gy&||,1
V@0{'#{0:~,0
#YfNe%:OVL,0
s9Y_yzZMmt,2
Zd[cZF=;G7,0
#1!^qX`(1N,0
(|Ty7Om8\d,1
lBgvf7m+e(,2
4Bcu}F~w8t,2
/5>O;#Fj|<,0
vzJiL(1xEp,2
";#/%,j=LSz",0
Y-.!213Xx;,0
o<Z+|uj~^W,1
"""?b&(h\h@y",2
8D7:`Div)0,1
7fa`ZN\Y\2,1
"6cl>WG#""YL",0
TiE.F:fwY{,1
O+M:n6uJX;,0
"yA""-N2<-1S",0
3nz'mLpKh_,2
%Y3=RH;U&<,0
(~)%b>kB@i,2
j&s|&1(&eX,1
L`Hgx\vI]l,2
"gv%""Y%FKCr",1
b{]6%FZ~'X,0
>;26L*g'ME,0
ZUDvN|mgtu,2
K@?'^tI.HG,1
E<eWWN9@|),1
-vZ0rf<=kj,2
"}EH,$V`@EC",1
G!Flb#$E<U,0
`rSPCh_q|},1
OD73kZ&<CL,0
\^LEj7s)Ms,1
"S""->ncBuo5",2
[L~1k*!an3,1
\;Yh&{RN+d,0
"92[vlz*zM,",2
F82@D-1O(J,0
D||9u=aBLX,0
"yIdw,m5Q}K",2
R*WenJIJ#t,0
.\j<hAF1Xa,1
^k*gRNy^W_,1
";8;^g\""J4v",1
.HNg.?<KoA,0
.u*)Dx_<oI,1
deru]TIXEr,2
{5=##ZE/L>,0
hOhQ8UhiME,2
I]aulx4H.N,2
rT]>QXr]}+,0
y?}0`hd9UJ,1
Wl6j5/(~F',1
",qa/o=G(q3",2
O&Or8V3CD/,0
;+.'L2!jn],1
kY4>s%?Inu,2
d/@n&|nW5Q,2
",@>W#I(D2g",0
-;~GLU%Nq8,0
w}W+K_i{xj,2
PP_yA$yA{n,2
BC!&]PeMo~,0
iKXWSfbw+K,1
o]8v/U-}j9,1
D.jBG2LA@a,1
"DUi&,`D}cw",1
iblk|k;\kg,2
"2&Gx\edy""J",2
5(PtE.*[N3,0
$(o[HpIqy;,2
33p{>|\Moc,1
V\ggQVMDE+,0
$P@!u041(F,2
:{xlOZMG}@,1
#_X'&>|X@<,0
3kO6OMPAvI,0
)Lmcl%w`yj,2
e%jJ_w8G$!,2
"c""kKAmx'PK",1
(I<$6b!0:b,2
"A""EdE@b{$#",0
-}-'(_+xdD,0
u$;J\de'.g,2
"aZ[kL""FxV'",1
q4C<)a\7v(,1
BQC}hY@Jpw,2
a*$&nTI6lu,2
^Q2u3cUICc,1
P{ljb@&3Iu,2
".t}s,AF\,T",0
z+;D\@|Un+,1
"C@vTJQIZ""5",1
\!wSC:6A8=,0
rOB^(hdSRs,1
s$wn*}zZ2G,2
@5Zdqp/Ju\,2
'rrh-`Sxr=,2
<R@(?=/Ox2,1
&%&M=+uHDv,0
"Yc""SPyB!db",1
3@\t[xud\W,2
"`yQmO&,EvT",1
"#F$J#,]95}",0
zgD)ouNed1,2
qCwt~;0qEA,2
"By""KZy>dKD",1
]B+y)Gj+hS,1
b&6Twq/{<},1
;Up^#b4D}},0
"/nPlXd0X""?",1
1;1..`c_b:,1
q1d'MIM4)5,1
6\:Pzo|6Z0,1
)`p*82lq2n,2
B>m`Fg<8)+,0
S9RGL.%9tt,0
yDRSP+4b|;,0
]/0.?BiD\{,0
-+q9QWZb][,0
"Jmj2H!Qy,L",1
mM|sjU~>\z,2
c`@DG6>U}:,1
)|NmuN>0Q),0
@*.5/2KDb~,1
":8pL5|4q""3",1
!nfj\j+m}Z,2
GM7=MTz'ZF,0
"}_WFucN""G6",0
p=u2\q`Ony,2
"QBNW""zBF.}",0
Q<)#Del$TV,0
TtI?[\h+z5,1
OUI#TirqE(,0
wn]BCfcn=~,2
"i6B`%-t.""z",1
AMekeyk3J?,2
Y+Uwg=}Ivr,2
"`t""XF@}<,M",1
n5{k'gXz9@,2
"QAM,Dyp{%H",0
n_*+s.+*j@,2
c{[N|->kwU,1
JGCk+Vc\U/,0
+3LP*?=pi{,0
2WZl>')z<},0
1Q+kS@E~m2,2
R2J0ZJCE*X,0
iJ)m2U3H*x,1
)@7nB]JT:/,1
j(V}O#NSH&,0
xyol@iAJO;,2
"/Lnt(q,SU~",1
"D8:-D"":dE$",1
=cIUo&f/zB,2
L9(4&tEuK!,1
4Us?9O(Tn+,1
z{yKMK;{x!,1
7b8iNO1;C(,1
"nL5""B%N,)9",0
"U+L7}RoP3""",0
"8|ZYY{Jw,*",0
OljJMz9c.T,2
!t.Z&&W+i:,0
N5{;Y[@q=O,1
|HiS8rywDV,2
"QMZ""Xv!~U/",0
;&@eDiMaEn,2
3S}0mPW!i.,1
"9(""V)~?z[N",0
R~qZvPZOYo,1
ln:I>d7OOx,2
Or*Cv{*@5_,1
G2zbS1zUIM,1
gc[JXh(lh5,2
"ne#.}-\6,J",0
v<~wRHwsnf,2
mP:t[Q2;Q$,1
O~%HD]3ziN,0
6=UIm^AZ_y,0
ksxI|a!.vz,2
{c/n!Qm5R|,1
yk;Au^Q]hP,2
'!{9rA%kjw,2
R]QT)f`5-),0
TvSmmq+Hc5,2
9b%ReX>3`-,1
k=<94=:J9(,0
wgPFzpq#%X,1
"P!5%""JdH}+",0
b+cmyO'~JS,2
mX=?riVs~R,2
QWvcJxP<*@,2
fd4DrJ}m?l,2
"30lDTIX|,r",0
+Uxyg'vW{F,2
"""e9BJ@6gf&",2
g?41Ttnp<o,2
"*q)""<LJGRI",0
uHA>;Tc}4U,0
Ke`<@L>~nA,1
8y_4QnM=}y,1
00/g!F(1xB,1
s.A39}eDC3,1
|Y'dqvr%T(,2
>yrF4aIPrW,2
:>=Cg0-1S9,0
B7sTbC}_|L,0
B{b?)C~;M_,0
}6JjQ_.Y@l,1
"y68,pojO&&",2
)=_~bHww(L,1
"Y%pBia]zq""",2
",""uw8f^|=8",1
<)RIc$d%1Y,1
x@uKyCZb2`,2
ZSzOS;WLAS,0
})xa|Bp1=J,1
"kv,x<23YN`",1
CkfUhq$CbT,2
"?""YNkQe{Q~",0
x9_z9%>K4N,1
l(86{5f!{f,2
@}Z(J-[ea#,0
IhXtz1@!(',2
5=iQPcDpFw,2
xIv4E8udj.,2
O7mH2E7b+#,0
